"time","temperature_2m_max","temperature_2m_min","precipitation_sum"
"2023-08-21",21.8,16.3,5
"2023-08-22",20.4,16.9,9.1
"2023-08-23",18.2,16.2,33.9
"2023-08-24",20.4,13.8,9.3
"2023-08-25",21.9,13.4,1.7
"2023-08-26",19.9,13,1.7
"2023-08-27",20,10.7,3.4
"2023-08-28",20.8,9.5,0.1
"2023-08-29",21.3,10,0
"2023-08-30",21.3,9.4,0
"2023-08-31",21.5,10.4,1.1
"2023-09-01",21.4,11.6,2.7
"2023-09-02",21.4,14.6,2
"2023-09-03",22,13.6,4
"2023-09-04",22.4,11.3,0.4
"2023-09-05",22,12.3,4.5
"2023-09-06",22.3,11.2,1.1
"2023-09-07",22.4,12.7,0.4
"2023-09-08",20.7,13.3,2.7
"2023-09-09",20.4,10.9,3.8
"2023-09-10",19.9,12.1,1.2
"2023-09-11",21.2,11.2,1.8
"2023-09-12",21.3,11.4,2.3
"2023-09-13",21.3,13.8,2.4
"2023-09-14",21,13.3,6.1
"2023-09-15",21.4,12.6,3
"2023-09-16",21,12.2,7.4
"2023-09-17",20,13.3,5.5
"2023-09-18",20.7,13.7,8.8
"2023-09-19",20.8,11.7,3.8
"2023-09-20",20.8,12.1,2.7
"2023-09-21",20.9,10.4,0.7
"2023-09-22",20.4,12.4,0
"2023-09-23",20.6,10.2,0.3
"2023-09-24",19.9,10.3,0
"2023-09-25",20.2,7.4,0.1
"2023-09-26",20.4,10,0
"2023-09-27",20.3,7.8,0
"2023-09-28",20.4,7.2,0.2
"2023-09-29",19.7,9.4,2
"2023-09-30",19.3,9.8,5
"2023-10-01",18.9,10.2,2.9
"2023-10-02",18.9,9.7,0.2
"2023-10-03",19.4,7.8,0.7
"2023-10-04",19.6,10.2,0.1
"2023-10-05",20,9.3,0
"2023-10-06",20.5,9.6,0
"2023-10-07",21,11.3,0
"2023-10-08",21,12.2,0
"2023-10-09",19.9,10.8,0.1
"2023-10-10",18.5,8.9,0.2
"2023-10-11",18.8,7.4,0
"2023-10-12",19.2,8.7,0
"2023-10-13",19.1,9.1,0
"2023-10-14",19.1,8.6,0
"2023-10-15",16.7,6.6,4.9
"2023-10-16",10.6,3.8,12.4
"2023-10-17",14.3,2.6,2
"2023-10-18",14.3,2.1,0
"2023-10-19",15.7,5,1.9
"2023-10-20",15.3,6.7,0
"2023-10-21",15.9,4.8,0.1
"2023-10-22",15.6,2.8,0.1
"2023-10-23",15.3,5,0.6
"2023-10-24",16.1,3.9,0.4
"2023-10-25",16.6,4.7,0
"2023-10-26",16.7,7.2,0
"2023-10-27",16.7,6.3,0
"2023-10-28",17.2,8,0
"2023-10-29",16.6,9.2,0
"2023-10-30",16.5,6.6,0
"2023-10-31",17.1,6,0
"2023-11-01",16.8,2.6,0
"2023-11-02",15.9,5.2,0.2
"2023-11-03",15.3,5.7,1
"2023-11-04",15,4.5,0
"2023-11-05",15.8,6.8,0
"2023-11-06",14.8,6.7,0
"2023-11-07",15.4,5.3,0
"2023-11-08",15.3,7.8,0.1
"2023-11-09",14.2,5.2,1.2
"2023-11-10",13.2,3.4,9.1
"2023-11-11",13.5,2.5,0
"2023-11-12",14.8,0.2,0
"2023-11-13",14.8,4,0
"2023-11-14",15.2,0.7,0
"2023-11-15",15.2,4.1,0
"2023-11-16",15.2,6.2,0
"2023-11-17",15.5,1.3,0
"2023-11-18",14.7,4.7,0
"2023-11-19",13.9,6.3,0
"2023-11-20",14.7,1.5,0
"2023-11-21",15.6,4.2,0
"2023-11-22",16.6,4,0
"2023-11-23",13.5,2.8,0
"2023-11-24",14.4,-0.5,0.1
"2023-11-25",14.4,3.4,0
"2023-11-26",14.9,4.4,0
"2023-11-27",11.7,2.5,1.5
"2023-11-28",12.3,1,0
"2023-11-29",13.3,1.7,0.3
"2023-11-30",8.9,1.8,3.9
"2023-12-01",11.3,0.4,4.1
"2023-12-02",11.3,3.4,1.4
"2023-12-03",12.4,-1,0
"2023-12-04",9.1,0.1,2.6
"2023-12-05",11.8,-3.3,0
"2023-12-06",13.3,-1.8,0.1
"2023-12-07",12.8,3,0
"2023-12-08",11.7,1,0
"2023-12-09",11.1,-0.5,0
"2023-12-10",11.4,0,0
"2023-12-11",10,-0.1,0
"2023-12-12",8.4,-1,0
"2023-12-13",8.9,-2.6,0
"2023-12-14",12.5,-2,0
"2023-12-15",11.4,2.1,0
"2023-12-16",10.6,-1.7,0
"2023-12-17",8.6,-1.6,0
"2023-12-18",10.4,-0.2,0
"2023-12-19",13.4,-0.3,0
"2023-12-20",15.8,1.2,0
"2023-12-21",16.3,4.3,0
"2023-12-22",14.8,4.3,0
"2023-12-23",11.2,3.8,0.5
"2023-12-24",13,2.2,0
"2023-12-25",13.7,2.1,0
"2023-12-26",14.2,2.3,0
"2023-12-27",12.9,2.6,0
"2023-12-28",13.4,0.2,0
"2023-12-29",11,2.4,0
"2023-12-30",10.4,2.2,0
"2023-12-31",11.6,0.2,0
"2024-01-01",11.3,-1.6,0
"2024-01-02",10.5,-1.6,0
"2024-01-03",10.2,-3.5,0
"2024-01-04",10.1,-1.5,0
"2024-01-05",10.6,-1.4,0.3
"2024-01-06",10.7,-2.4,0
"2024-01-07",10.1,-1,0
"2024-01-08",10,0,0
"2024-01-09",7.9,-3.2,0.6
"2024-01-10",11.5,-4,0
"2024-01-11",12.4,-2,0
"2024-01-12",15.8,-1.2,0
"2024-01-13",13.9,4.8,0
"2024-01-14",13.3,1.2,0
"2024-01-15",11.8,0.3,0
"2024-01-16",10.1,-0.9,0
"2024-01-17",8.6,-4.9,0.1
"2024-01-18",8.6,-5.2,0
"2024-01-19",8.5,-2.5,0
"2024-01-20",7.2,-2,0
"2024-01-21",9,-2.5,0
"2024-01-22",9.6,-0.1,0
"2024-01-23",7.6,-0.6,0
"2024-01-24",8.4,-2,0
"2024-01-25",8.7,-2.1,0
"2024-01-26",8.3,-2.6,1.8
"2024-01-27",10.1,-2.9,0
"2024-01-28",11.2,0.7,0
"2024-01-29",9.8,-1.4,0
"2024-01-30",10.3,-0.4,0
"2024-01-31",5.3,-1.4,12.8
"2024-02-01",6.3,-2.1,6.3
"2024-02-02",5.2,-6.3,0
"2024-02-03",8.1,-4.9,6.4
"2024-02-04",2.9,-3.1,26.1
"2024-02-05",3,-8.9,0.2
"2024-02-06",2.1,-10.7,0
"2024-02-07",4.8,-8.7,0
"2024-02-08",8.8,-9.5,0
"2024-02-09",10.7,-1.7,0
"2024-02-10",9.9,-1.2,0
"2024-02-11",11.6,-2.7,0
"2024-02-12",11,-3.9,0
"2024-02-13",12,1,0.2
"2024-02-14",11.9,1.1,0
"2024-02-15",12.4,-0.4,0
"2024-02-16",12.7,-0.1,0
"2024-02-17",13.5,-0.3,0
"2024-02-18",11.5,3.3,0.2
"2024-02-19",11.3,2.9,12.6
"2024-02-20",9.8,-1.8,14.3
"2024-02-21",8.5,-5.5,1.3
"2024-02-22",6.9,-6.1,1.2
"2024-02-23",7.3,-5.1,0.3
"2024-02-24",6.1,-5.5,5.4
"2024-02-25",7.3,-6.4,0
"2024-02-26",10.3,-4.5,0
"2024-02-27",6.3,-1.7,3.3
"2024-02-28",10.6,-4.2,0
"2024-02-29",13.8,-0.7,0
"2024-03-01",8.4,3.2,7.8
"2024-03-02",7.2,1.3,27.5
"2024-03-03",7.4,0.5,5.4
"2024-03-04",7.7,-4.4,1.3
"2024-03-05",10.9,-4.3,0
"2024-03-06",11.3,-0.5,2.8
"2024-03-07",9.1,-2.1,2.6
"2024-03-08",11,0.2,0.7
"2024-03-09",14.2,-1.1,0
"2024-03-10",15.7,0.3,0
"2024-03-11",12.9,2.2,0.8
"2024-03-12",12.6,3.1,4.5
"2024-03-13",12,-2.3,28.9
"2024-03-14",11.3,-3.2,6.5
"2024-03-15",14.8,0.2,0
"2024-03-16",15.1,0.6,0.6
"2024-03-17",15.5,1.1,1.2
"2024-03-18",15.1,1.3,2.9
"2024-03-19",14.7,3.8,0.1
"2024-03-20",17.4,2,0
"2024-03-21",14.4,4.4,2.3
"2024-03-22",14.6,4.3,3.5
"2024-03-23",16,4,0
"2024-03-24",12.8,4.6,1.5
"2024-03-25",16.8,5.7,0.1
"2024-03-26",17,5,0
"2024-03-27",18.8,8.4,0
"2024-03-28",20,8,0
"2024-03-29",19.4,8.2,0.7
"2024-03-30",12.1,6,24.7
"2024-03-31",14.9,2.7,0.9
"2024-04-01",16.6,4.3,0
"2024-04-02",17.6,3.8,0.5
"2024-04-03",18.1,6.5,0
"2024-04-04",18,5.7,0.2
"2024-04-05",17.4,7.9,0.2
"2024-04-06",19.1,5.6,0.2
"2024-04-07",18.5,7.7,1.6
"2024-04-08",18.2,4.3,0
"2024-04-09",19.6,5.3,4.9
"2024-04-10",19.9,5.2,0.5
"2024-04-11",16.9,6.5,2.7
"2024-04-12",20.2,5.9,0.1
"2024-04-13",20.9,6.7,0
"2024-04-14",16.9,9.9,10.1
"2024-04-15",17.6,8.8,5.4
"2024-04-16",18.8,5.6,5.1
"2024-04-17",20.1,6.4,0
"2024-04-18",18.8,8.7,1
"2024-04-19",19.7,8.2,7.7
"2024-04-20",19,5.2,0.3
"2024-04-21",20.3,7.3,3.3
"2024-04-22",19.3,6.8,2.8
"2024-04-23",18.2,6.4,7
"2024-04-24",18.4,5.9,3.8
"2024-04-25",20.5,6.5,0.1
"2024-04-26",21.9,10.1,0.4
"2024-04-27",16.2,6.9,20
"2024-04-28",18.9,6.8,0.5
"2024-04-29",15.6,6.3,9.1
"2024-04-30",19.5,3.6,0
"2024-05-01",15.6,3.6,0.8
"2024-05-02",18.1,4.6,0
"2024-05-03",21.7,7.3,0
"2024-05-04",21,11.7,2.3
"2024-05-05",22.6,8.7,0
"2024-05-06",23.6,11.7,1
"2024-05-07",23.1,12.5,0.2
"2024-05-08",22.7,9.6,0
"2024-05-09",21.7,12.9,0
"2024-05-10",22.4,13.2,0
"2024-05-11",21.5,12.3,0.6
"2024-05-12",19.4,8.8,10.8
"2024-05-13",22.4,10.9,0
"2024-05-14",23.6,12,0
"2024-05-15",24.8,12.5,0
"2024-05-16",25.2,12.5,0
"2024-05-17",26.3,14.2,0
"2024-05-18",27,15,0
"2024-05-19",27.1,15.9,0
"2024-05-20",25.4,15,1
"2024-05-21",26.1,13.1,0
"2024-05-22",25.3,14.3,0.7
"2024-05-23",23.9,15.6,6.1
"2024-05-24",24,15.5,2
"2024-05-25",27.1,14.7,0.2
"2024-05-26",28.4,13.5,0
"2024-05-27",28.3,14.2,0
"2024-05-28",28.2,15.8,0
"2024-05-29",29.7,15,0
"2024-05-30",28.8,15.6,0
"2024-05-31",27.8,15,0
"2024-06-01",28.4,15.2,0
"2024-06-02",25.4,13.6,0.3
"2024-06-03",26.7,16,0.1
"2024-06-04",25.2,16.7,1
"2024-06-05",25.8,14.4,4.6
"2024-06-06",24,12,0
"2024-06-07",25.8,14.4,0
"2024-06-08",24.5,16,0
"2024-06-09",25.8,15.5,0
"2024-06-10",26.8,15.8,0
"2024-06-11",27.2,16.5,0
"2024-06-12",28.3,17.2,0
"2024-06-13",28.4,18,0
"2024-06-14",28.1,17.8,0
"2024-06-15",27.6,17.7,0
"2024-06-16",28.4,17.1,0
"2024-06-17",28.5,19.3,0
"2024-06-18",28.1,18.9,0.2
"2024-06-19",27.6,17.9,0.2
"2024-06-20",25.3,16.1,1.9
"2024-06-21",23.9,16.5,1
"2024-06-22",24.7,16.2,4.3
"2024-06-23",24.6,16.5,1.9
"2024-06-24",23.2,17.5,4.5
"2024-06-25",24.6,17,11.7
"2024-06-26",23.8,16.2,10.3
"2024-06-27",22,15,14.4
"2024-06-28",22.3,16.6,10.4
"2024-06-29",22.6,16.1,4.3
"2024-06-30",23.1,15.7,2.3
"2024-07-01",23.7,14.6,2.7
"2024-07-02",23,15,7.3
"2024-07-03",23.3,16.7,5.9
"2024-07-04",21.9,16.2,3.3
"2024-07-05",21,15.1,7
"2024-07-06",22.2,14.8,2.3
"2024-07-07",22.4,13.8,0.9
"2024-07-08",21.9,15.2,6.2
"2024-07-09",21.5,13.2,1.7
"2024-07-10",22.7,13.4,2.8
"2024-07-11",22.4,14.9,1.8
"2024-07-12",23.4,12.7,2
"2024-07-13",21.3,13.5,1
"2024-07-14",22.2,13.5,2.7
"2024-07-15",22.5,13,1.6
"2024-07-16",22,14.5,4.1
"2024-07-17",22.3,15.4,4.4
"2024-07-18",22.2,16.5,2.3
"2024-07-19",23.1,15.2,0.9
"2024-07-20",23.8,14.9,0.6
"2024-07-21",22.9,15.6,9.1
"2024-07-22",22.2,16.2,4
"2024-07-23",23.1,16.5,3.1
"2024-07-24",22.5,15.2,3
"2024-07-25",22.7,17.1,2.5
"2024-07-26",22.5,15.8,4.3
"2024-07-27",22,16,4.5
"2024-07-28",23.6,18.2,16.4
"2024-07-29",23.5,17.8,6.2
"2024-07-30",22.9,17.5,22.2
"2024-07-31",23.7,17.3,14.2
"2024-08-01",21.9,16.9,38.8
"2024-08-02",21.2,14.1,39.5
"2024-08-03",20.5,16.1,4.5
"2024-08-04",21.1,15.9,12.3
"2024-08-05",20.4,15.6,9.9
"2024-08-06",21.3,15.8,18.2
"2024-08-07",20.8,16,39.8
"2024-08-08",20.7,15.8,7.9
"2024-08-09",20.5,15.5,5
"2024-08-10",20.8,14.1,4.5
"2024-08-11",20.7,14.1,8.9
"2024-08-12",20.3,13.6,6.6
"2024-08-13",20.6,13.9,10.2
"2024-08-14",21.2,15.5,13.1
"2024-08-15",20.6,15.2,12.4
"2024-08-16",22.7,15.2,12.7
"2024-08-17",21.9,14.1,18.4
"2024-08-18",21.9,14,3.1
"2024-08-19",21.3,14.7,0.5
"2024-08-20",20.7,13.6,5.1
"2024-08-21",21.3,12.9,1.3
"2024-08-22",21.2,11.4,1
"2024-08-23",21,11.9,4.5
"2024-08-24",20.2,13.7,7.7
"2024-08-25",21.3,14.6,3.3
"2024-08-26",21.1,15,2.1
"2024-08-27",20.7,13.4,15.6
"2024-08-28",21,13.5,2.7
"2024-08-29",18.8,14.2,7.5
"2024-08-30",20.9,12.5,6
"2024-08-31",23.2,13.8,0.4
"2024-09-01",22.1,12.9,4.4
"2024-09-02",19.1,14.1,8.8
"2024-09-03",20.1,12.7,23.4
"2024-09-04",19.1,13.2,7.4
"2024-09-05",19.8,12.9,9
"2024-09-06",19.2,12.8,10.8
"2024-09-07",19.6,13.1,6.6
"2024-09-08",21.4,14.3,8.1
"2024-09-09",21.5,14,7.5
"2024-09-10",19.9,12.1,9.8
"2024-09-11",21.5,13.5,2.4
"2024-09-12",21.2,13.6,13.9
"2024-09-13",19.7,13.7,9.1
"2024-09-14",20.2,12,1.7
"2024-09-15",18.3,11.4,1.7
"2024-09-16",20.3,10,0.5
"2024-09-17",20.4,9.6,0.9
"2024-09-18",18.7,11.6,1
"2024-09-19",21.3,14,1.5
"2024-09-20",22.1,13.3,0
"2024-09-21",22,10.6,0.8
"2024-09-22",22.5,12.3,0.1
"2024-09-23",23.3,11.8,2.9
"2024-09-24",22.9,11.9,1.6
"2024-09-25",20.7,11.2,1.8
"2024-09-26",19.8,13.8,3.6
"2024-09-27",19.7,11.9,4.3
"2024-09-28",20.3,9.5,0.1
"2024-09-29",20.3,11,0
"2024-09-30",20.9,8.3,0
"2024-10-01",20.9,9.9,0
"2024-10-02",20.7,10.9,0
"2024-10-03",21,10.3,0
"2024-10-04",20.3,8.8,0.3
"2024-10-05",19.5,10.1,0
"2024-10-06",19.6,9.2,0
"2024-10-07",19.8,8.7,0
"2024-10-08",18.5,6.9,1.4
"2024-10-09",19.2,6.8,0.5
"2024-10-10",18.6,8.2,0.2
"2024-10-11",18.9,7.5,0
"2024-10-12",19,8.7,0
"2024-10-13",19,10.2,0
"2024-10-14",18.3,6.9,0.2
"2024-10-15",18.7,8.9,0
"2024-10-16",18.8,8,0
"2024-10-17",18.5,10.9,0
"2024-10-18",18,9.5,0
"2024-10-19",18.2,8.8,0
"2024-10-20",18.7,9.5,0
"2024-10-21",17.2,9.6,0.3
"2024-10-22",17.5,7.8,0.3
"2024-10-23",18.7,7.7,0.2
"2024-10-24",20,5.6,0
"2024-10-25",19.6,9.5,0
"2024-10-26",19.5,10,0
"2024-10-27",18.6,9.4,0
"2024-10-28",19.3,5.2,0
"2024-10-29",19.7,5.7,0
"2024-10-30",19.6,11.1,0
"2024-10-31",18.6,7.2,0
"2024-11-01",18.5,6.8,0
"2024-11-02",18.2,7.4,0
"2024-11-03",18.2,4.2,0
"2024-11-04",18.2,7.9,0
"2024-11-05",16.9,7.3,0.4
"2024-11-06",17.5,7.1,0
"2024-11-07",17.5,4.4,0
"2024-11-08",17.8,3.9,0
"2024-11-09",16.7,6.9,0
"2024-11-10",17,6.1,0
"2024-11-11",16.6,7,0.8
"2024-11-12",16.1,5,0.1
"2024-11-13",17.2,3.3,0
"2024-11-14",17.1,3.5,0
"2024-11-15",16.4,3.1,0
"2024-11-16",14,2.9,0
"2024-11-17",15,1,0
"2024-11-18",15.4,1.2,0
"2024-11-19",14.9,0.9,0
"2024-11-20",14.8,1.2,0
"2024-11-21",15.5,1.2,0
"2024-11-22",13.9,1.7,0
"2024-11-23",13.2,1.5,0.1
"2024-11-24",13,1.2,0
"2024-11-25",12.7,0.7,0
"2024-11-26",12.4,0.5,0
"2024-11-27",12.2,-0.5,0
"2024-11-28",12.9,0,0
"2024-11-29",13.3,0.3,0
"2024-11-30",14.4,0.7,0
"2024-12-01",14.5,1.4,0
"2024-12-02",14,-1.2,0
"2024-12-03",14,0.3,0
"2024-12-04",14.2,0.2,0
"2024-12-05",14.1,-0.9,0
"2024-12-06",13.4,-1.6,0
"2024-12-07",10.3,-1.9,0
"2024-12-08",8.4,-3.4,3.7
"2024-12-09",5.2,-4.1,4.2
"2024-12-10",9.7,-4.3,0
"2024-12-11",13,-2.2,0
"2024-12-12",10.4,-3.5,0
"2024-12-13",12.3,-3.9,0
"2024-12-14",16.5,-2.1,0
"2024-12-15",17.7,1,0
"2024-12-16",16.6,2.7,0
"2024-12-17",13.2,-2.9,0
"2024-12-18",13.6,-4.6,0
"2024-12-19",12.1,-2.6,0
"2024-12-20",10.7,-3.7,0
"2024-12-21",12.1,-4.5,0
"2024-12-22",12.2,-2.1,0
"2024-12-23",2.7,-3,7.5
"2024-12-24",7.6,-5.6,2
"2024-12-25",7.8,-7.4,0
"2024-12-26",7,-6.9,0
"2024-12-27",7.8,-5.6,15.2
"2024-12-28",4.3,-2.4,15
"2024-12-29",10.6,-5.3,0
"2024-12-30",13,-4.2,0
"2024-12-31",13.6,-0.9,0
"2025-01-01",15.2,-0.1,0
